shop_id,shop,lat,lng,address,city,state,zip,type
258,First Choice - Lake Elsinore,33.642061,-117.350098,17421,Lake Elsinore,CA,92530,Medical Marijuana Dispensary
259,SPC,33.9685711,-118.3092383,7815,Los Angeles,CA,90047,Medical Marijuana Dispensary
260,Mecca Natural Medicine,34.0354029,-118.3670099,5650,Los Angeles,CA,90016,Medical Marijuana Dispensary
261,Whittier TopShop,33.9250432,-118.0212815,14561,Whittier,CA,90604,Medical Marijuana Dispensary
262,Dankology 35 cap,34.1275569,-117.2790458,1520,San Bernardino,CA,92404,Medical Marijuana Dispensary
263,Desert Cann Wellness Center,33.826986,-116.402078,30565,Thousand Palms,CA,92276,Medical Marijuana Dispensary
264,OPG - Ontana Planet Green,34.8403098,-114.6110033,300,Needles,CA,92363,Medical Marijuana Dispensary
265,Grasshoppers Healing Group,34.069971,-117.413506,17921,Bloomington,CA,92316,Medical Marijuana Dispensary
266,THE LEONARD MOORE CO-OP,39.3064099,-123.7981077,44970,Mendocino,CA,95460,Medical Marijuana Dispensary
267,Foothill Health and Wellness,38.6499269,-120.9510012,3830,Shingle Springs,CA,95682,Medical Marijuana Dispensary
268,45 CAP,34.0541034,-117.9893301,0,City of Industry,CA,91746,Medical Marijuana Dispensary
269,Chronic Pain Releaf,33.743091,-117.109645,31559,Homeland,CA,92548,Medical Marijuana Dispensary
270,Organic Health Solutions,34.865226,-118.154117,1315,Rosamond,CA,93560,Medical Marijuana Dispensary
271,Green Valley Collective,34.165165,-118.367074,10835,Los Angeles,CA,91601,Medical Marijuana Dispensary
272,Santa Cruz Naturals,36.975677,-121.888088,9077,Aptos,CA,95003,Medical Marijuana Dispensary
273,Westpoint Medicinal,34.105957,-117.8544273,20504,Covina,CA,91724,Medical Marijuana Dispensary
274,Compassionate Patient Resources - CPR,34.2278984,-118.5370991,18526,Los Angeles,CA,91324,Medical Marijuana Dispensary
275,First Hemp Bank,37.6694756,-122.1580549,2541,San Lorenzo,CA,94580,Medical Marijuana Dispensary
276,DESERT ORGANIC SOLUTIONS - Palm Springs 92258,33.9066925,-116.5493879,19486,Palm Springs,CA,92262,Medical Marijuana Dispensary
277,The High Side,34.0126298,-117.4814153,9085,Riverside,CA,92509,Medical Marijuana Dispensary
278,Mallgreens - Fresno,,,0,Fresno,,,Medical Marijuana Dispensary
279,Abatin Wellness Center,38.5613719,-121.4739249,2129,Sacramento,CA,95817,Medical Marijuana Dispensary
280,Green 99 - Westminister / Sunset Beach / Seal Beach,33.7443602,-117.9917884,7852,Midway City,CA,92655,Medical Marijuana Dispensary
281,Highway 29 Health Care,38.1256091,-122.2558996,3737,Vallejo,CA,94589,Medical Marijuana Dispensary
282,Bloom Room Collective,37.7819455,-122.4083563,471,San Francisco,CA,94103,Medical Marijuana Dispensary
283,Alternatives Health Collective - Santa Rosa,38.4282613,-122.738194,1603,Santa Rosa,CA,95407,Medical Marijuana Dispensary
284,The Guild SJ,37.2886698,-121.849637,2943,San Jose,CA,95111,Medical Marijuana Dispensary
285,Berkeley Patients Group,37.8632729,-122.2906103,2366,Berkeley,CA,94702,Medical Marijuana Dispensary
286,South Sacramento Care Center,38.5088812,-121.4763697,114,Sacramento,CA,95822,Medical Marijuana Dispensary
287,Medithrive Ocean,37.7242707,-122.4589897,1545,San Francisco,CA,94112,Medical Marijuana Dispensary
288,Were Up Stairs Inc,37.967568,-121.321602,1804,Stockton,CA,95204,Medical Marijuana Dispensary
289,West Coast Octane,33.8551115,-117.9028456,1301,Fullerton,CA,92831,Medical Marijuana Dispensary
290,SUPREME COLLECTIVE - Grand Opening,34.1004846,-118.0252341,5233,Temple City,CA,91780,Medical Marijuana Dispensary
291,GTA GREEN TEMPLE ALTERNATIVE,34.125721,-117.27719,1434,San Bernardino,CA,92404,Medical Marijuana Dispensary
292,Van Nuys Solutions,34.203224,-118.466642,7301,Los Angeles,CA,91405,Medical Marijuana Dispensary
293,TOP SHELF 30 CAP COLLECTIVE,33.943287,-117.478757,6024,Riverside,CA,92503,Medical Marijuana Dispensary
294,GAG TOP SHELF 30CAP,34.0581758,-118.2117267,1806,Los Angeles,CA,90033,Medical Marijuana Dispensary
295,Manchester Med Center MMC,33.955532,-118.309354,8927,Los Angeles,CA,90047,Medical Marijuana Dispensary
296,Premium Patient Care,33.7224758,-117.988618,16518,Huntington Beach,CA,92647,Medical Marijuana Dispensary
297,Cookie Club Collective,32.7366708,-117.0103869,8783,Spring Valley,CA,91977,Medical Marijuana Dispensary
298,Little Trees,,,0,Arnold,,,Medical Marijuana Dispensary
299,SHC,34.3099158,-118.427823,13509,Los Angeles,CA,91342,Medical Marijuana Dispensary
300,The Gas Collective,34.0614845,-117.677691,1413,Ontario,CA,91762,Medical Marijuana Dispensary
301,Herbal LifeStyle - HLS,33.8147238,-118.297776,23216,Torrance,CA,90502,Medical Marijuana Dispensary
302,Natural Remedies Consulting,37.7169432,-120.9998379,5272,Modesto,CA,95356,Medical Marijuana Dispensary
303,MTHC,33.9962887,-117.4048498,5543,Riverside,CA,92509,Medical Marijuana Dispensary
304,La Mesas Finest (Home of the 5 Gram 8ths),32.7552129,-117.0442192,7140,La Mesa,CA,91942,Medical Marijuana Dispensary
305,Herbarium LA,34.0885443,-118.3446752,979,West Hollywood,CA,90038,Medical Marijuana Dispensary
306,CPA - Gardena,33.8814312,-118.2906603,844,Gardena,CA,90247,Medical Marijuana Dispensary
307,Canto Diem $35 Cap,34.1440005,-118.362484,10612,Los Angeles,CA,91602,Medical Marijuana Dispensary
308,HHC Plus,34.0198867,-118.2395616,1901,Los Angeles,CA,90058,Medical Marijuana Dispensary
309,Broadway LA Pharmacy,33.9516787,-118.2779311,9304,Los Angeles,CA,90003,Medical Marijuana Dispensary
310,Cornerstone Research Collective,34.1421023,-118.2219775,2551,Los Angeles,CA,90041,Medical Marijuana Dispensary
311,The Secret Stash 5G,34.095299,-117.6480235,134,Upland,CA,91786,Medical Marijuana Dispensary
312,Green Pearl Organics,33.975267,-116.528712,64949,Desert Hot Springs,CA,92240,Medical Marijuana Dispensary
313,AAA (Alternative Access Association) - Perris,33.762309,-117.262843,24600,Perris,CA,92570,Medical Marijuana Dispensary
314,Rose Collective Pre-ICO,33.997937,-118.474862,411,Los Angeles,CA,90291,Medical Marijuana Dispensary
315,Tree House Preserve,,,0,Hemet,,,Medical Marijuana Dispensary
316,25 CAP The Green Library,33.9697996,-118.2249418,7632,Huntington Park,CA,90255,Medical Marijuana Dispensary
317,TNT Green,34.2533013,-118.2963503,7520,Los Angeles,CA,91042,Medical Marijuana Dispensary
318,Greener Field Meds,32.8133525,-116.9394672,1216,El Cajon,CA,92021,Medical Marijuana Dispensary
319,Health Stop,34.076831,-118.2869297,313,Los Angeles,CA,90004,Medical Marijuana Dispensary
320,CannaSutra Pre-ICO,34.1413307,-118.372015,11101,Los Angeles,CA,91604,Medical Marijuana Dispensary
321,Safe Access GKC,33.8322311,-117.9526791,2006,Anaheim,CA,92801,Medical Marijuana Dispensary
322,PureLife Alternative Wellness Center,34.24844,-118.586157,20751,Los Angeles,CA,91311,Medical Marijuana Dispensary
323,$18 Shatter Wholesale,33.205532,-117.237389,986,Vista,CA,92084,Medical Marijuana Dispensary
324,Antelope Valley Diamond Collective,34.8451808,-118.1605882,1733,Rosamond,CA,93560,Medical Marijuana Dispensary
325,Hugs Alternative Care,38.5584826,-121.4611952,2035,Sacramento,CA,95817,Medical Marijuana Dispensary
326,Herbal Cruz Inc.,36.9671749,-121.9652013,1092,Santa Cruz,CA,95062,Medical Marijuana Dispensary
327,Tru Green Collective,,,0,Fresno,,,Medical Marijuana Dispensary
328,Emerald Pharms,38.9668686,-123.1147362,13771,Hopland,CA,95449,Medical Marijuana Dispensary
329,The Gas Station,33.9432212,-117.260547,12220,Moreno Valley,CA,92557,Medical Marijuana Dispensary
330,California Collective Care,38.1389215,-122.254188,1639,Vallejo,CA,94589,Medical Marijuana Dispensary
331,2ONE2 California Street Dispensary,37.7936022,-122.3991938,212,San Francisco,CA,94111,Medical Marijuana Dispensary
332,Caliva,37.3138962,-121.8659328,1695,San Jose,CA,95112,Medical Marijuana Dispensary
333,THE CHOICE,33.9031478,-118.234161,544,Compton,CA,90222,Medical Marijuana Dispensary
334,The Bud Farmacy,34.8146236,-114.6030777,101,Needles,CA,92363,Medical Marijuana Dispensary
335,515 Broadway - Sacramento,38.56562,-121.5065976,515,Sacramento,CA,95818,Medical Marijuana Dispensary
336,DabLabz - Garden Grove,33.7572569,-117.9548401,14144,Garden Grove,CA,92843,Medical Marijuana Dispensary
337,Oakland Community Partners,37.8075029,-122.2688174,1776,Oakland,CA,94612,Medical Marijuana Dispensary
338,SC CBD ONLY-STORE,33.4260009,-117.6106782,401,San Clemente,CA,92672,Medical Marijuana Dispensary
339,Buddha Company Pre-ICO TFH,34.0303118,-118.2307162,2038,Los Angeles,CA,90021,Medical Marijuana Dispensary
340,Cannafornia Health Group,34.0173148,-118.1437072,5916,East Los Angeles,CA,90022,Medical Marijuana Dispensary
341,The Crop,35.4149674,-119.0567615,5950,Bakersfield,CA,93308,Medical Marijuana Dispensary
342,Green Cross of Torrance,33.831099,-118.308727,1658,Torrance,CA,90501,Medical Marijuana Dispensary
343,The Clinic Colorado - Medical,39.6797444,-104.9404338,2020,Denver,CO,80222,Medical Marijuana Dispensary
344,The Clinic Highlands - Medical,39.7619493,-105.0336993,3460,Denver,CO,80211,Medical Marijuana Dispensary
345,MiNDFUL - Berthoud,40.31144,-105.076472,1015,Berthoud,CO,80513,Medical Marijuana Dispensary
346,The Clinic on Wadsworth - Medical,39.6494538,-105.0807339,3600,Lakewood,CO,80235,Medical Marijuana Dispensary
347,Native Roots Dispensary Eagle-Vail - Medical,,,0,Avon,,,Medical Marijuana Dispensary
348,LaContes Clone Bar + Dispensary Medical,39.7909335,-104.978028,5194,Denver,CO,80216,Medical Marijuana Dispensary
349,Natural Mystic Wellness Center,38.8419755,-106.131925,204,Buena Vista,CO,81211,Medical Marijuana Dispensary
350,The 64 Store,38.8329656,-104.8345768,502,Colorado Springs,CO,80905,Medical Marijuana Dispensary
351,Fox Cannabis - Street Wellness Medical,39.7832493,-104.9947467,4773,Denver,CO,80216,Medical Marijuana Dispensary
352,LaContes Clone Bar + Dispensary - Central Medical,39.7274414,-104.9855883,105,Denver,CO,80203,Medical Marijuana Dispensary
353,Native Roots Dispensary Longmont - Medical,40.1617004,-105.1220415,19,Longmont,CO,80501,Medical Marijuana Dispensary
354,The Secret Stash,38.847991,-104.870091,2845,Colorado Springs,CO,80904,Medical Marijuana Dispensary
355,Green Tree (Medicinals) of Berthoud,40.3122074,-105.0758103,1090,Berthoud,CO,80513,Medical Marijuana Dispensary
356,Green Tree (Medicinals) of Boulder,40.0153379,-105.2234614,5565,Boulder,CO,80303,Medical Marijuana Dispensary
357,Patients Choice Lakewood - Medical,39.7406303,-105.0754131,7063,Lakewood,CO,80214,Medical Marijuana Dispensary
358,Green Tree (Medicinals) of Longmont,40.2035515,-105.1024668,12626,Longmont,CO,80504,Medical Marijuana Dispensary
359,Maggies Farm Canon- Medical Only,38.4476034,-105.1963945,3055,CaÃƒÂ±on City,CO,81212,Medical Marijuana Dispensary
360,MiNDFUL - Colorado Springs,38.8375698,-104.7754968,403,Colorado Springs,CO,80909,Medical Marijuana Dispensary
361,Headquarters Cannabis Company Longmont - Medical,40.2127392,-105.2492154,4497,Longmont,CO,80503,Medical Marijuana Dispensary
362,Patients Choice Morrison - Medical,39.7058978,-105.039939,4000,Denver,CO,80219,Medical Marijuana Dispensary
363,Rocky Farms **Opening Soon!!**,38.0497484,-103.7086796,1709,Rocky Ford,CO,81067,Medical Marijuana Dispensary
364,Sacred Seed - Medical,39.6791138,-104.9196382,5885,Denver,CO,80222,Medical Marijuana Dispensary
365,Natural Remedies - Medical,39.7500369,-104.997613,1620,Denver,CO,80202,Medical Marijuana Dispensary
366,New Amsterdam Organics,39.718989,-105.0036669,150,Denver,CO,80223,Medical Marijuana Dispensary
367,Lightshade on Peoria - Medical,39.7732121,-104.8491092,11975,Denver,CO,80239,Medical Marijuana Dispensary
368,TweedLeaf,38.839825,-104.849721,1602,Colorado Springs,CO,80904,Medical Marijuana Dispensary
369,Silver Stem Fine Cannabis - Lakewood Medical,39.638137,-105.0357058,3700,Denver,CO,80236,Medical Marijuana Dispensary
370,Sweet leaf - South Federal- Medical ONLY,39.708079,-105.024555,468,Denver,CO,80219,Medical Marijuana Dispensary
371,Southern Colorado Medical Marijuana LLC.(SOCO),38.8833616,-104.8114571,3410,Colorado Springs,CO,80907,Medical Marijuana Dispensary
372,Lightshade - Sheridan Medical,39.696056,-105.0527649,1126,Denver,CO,80232,Medical Marijuana Dispensary
373,Silver Stem Fine Cannabis - Littleton Medical,39.6130172,-105.0002871,1086,Littleton,CO,80120,Medical Marijuana Dispensary
374,Boulder Botanics,40.0173096,-105.2526539,1780,Boulder,CO,80301,Medical Marijuana Dispensary
375,Pain Management Solutions,38.819366,-104.815931,1022,Colorado Springs,CO,80903,Medical Marijuana Dispensary
376,Pueblo West Organics (Medical),38.329202,-104.7176051,609,Pueblo West,CO,81007,Medical Marijuana Dispensary
377,Grant Pharms MMC,38.8379207,-104.7876791,320,Colorado Springs,CO,80909,Medical Marijuana Dispensary
378,Green Leaf,39.6749177,-104.9026463,2280,Denver,CO,80231,Medical Marijuana Dispensary
379,Standing Akimbo,39.7694377,-104.9996076,3801,Denver,CO,80211,Medical Marijuana Dispensary
380,SEVEN-ONE-NINE LLC,38.2154598,-104.6432456,2729,Pueblo,CO,81004,Medical Marijuana Dispensary
381,Dr. Releaf Inc.,38.8399603,-104.7783429,2639,Colorado Springs,CO,80909,Medical Marijuana Dispensary
382,Green Cross of Cherry Creek,39.6538858,-104.9083997,3400,Denver,CO,80224,Medical Marijuana Dispensary
383,Green Tree (Medicinals) of Northglenn,39.8881516,-104.9940365,10575,Northglenn,CO,80234,Medical Marijuana Dispensary
384,WTJ MMJ Supply,38.851956,-104.7571218,1347,Colorado Springs,CO,80909,Medical Marijuana Dispensary
385,Fine Trees Medical,39.794077,-104.861901,5353,Denver,CO,80239,Medical Marijuana Dispensary
386,MiNDFUL - Colfax Medical,39.7399503,-104.918781,5926,Denver,CO,80220,Medical Marijuana Dispensary
387,Herbal Healing,38.85837,-104.753984,1785,Colorado Springs,CO,80909,Medical Marijuana Dispensary
388,High Country Healing 4,38.897574,-104.8516445,1330,Colorado Springs,CO,80907,Medical Marijuana Dispensary
389,NaturaLeaf,38.8195689,-104.8245521,1004,Colorado Springs,CO,80903,Medical Marijuana Dispensary
390,The Treehouse,38.8782,-104.824035,34,Colorado Springs,CO,80907,Medical Marijuana Dispensary
391,Maggies Farm - Fillmore - Medical Only,38.8744381,-104.8095053,818,Colorado Springs,CO,80907,Medical Marijuana Dispensary
392,RiverRock South,39.7254677,-104.9996826,990,Denver,CO,80204,Medical Marijuana Dispensary
393,Sweet Leaf - Federal Heights (Medical Only),39.8683562,-105.024042,9462,Denver,CO,80260,Medical Marijuana Dispensary
394,The Dankery,38.8851645,-104.8307101,3745,Colorado Springs,CO,80907,Medical Marijuana Dispensary
395,The Healing Canna,38.8360487,-104.7605576,3692,Colorado Springs,CO,80909,Medical Marijuana Dispensary
396,Whole Meds - Medical & Recreational,39.7699617,-104.9788853,3450,Denver,CO,80216,Medical Marijuana Dispensary
397,Maggies Farm - Nevada - Medical Only,38.8128245,-104.822755,1424,Colorado Springs,CO,80905,Medical Marijuana Dispensary
398,Trill Evolutions,39.7973612,-104.8606854,5550,Denver,CO,80239,Medical Marijuana Dispensary
399,Good Meds Englewood,39.6546954,-105.0256888,3431,Englewood,CO,80110,Medical Marijuana Dispensary
400,Cannabicare,38.8503098,-104.6860938,1466,Colorado Springs,CO,80915,Medical Marijuana Dispensary
401,Emerald City Wellness,38.832488,-104.8370894,621,Colorado Springs,CO,80905,Medical Marijuana Dispensary
402,Grow Life,38.798595,-104.800368,1516,Colorado Springs,CO,80905,Medical Marijuana Dispensary
403,ORGANIX,39.5076381,-106.0522591,1795,Breckenridge,CO,80424,Medical Marijuana Dispensary
404,Magnolia Road Cannabis Co. - Medical,40.0173096,-105.2526539,1780,Boulder,CO,80301,Medical Marijuana Dispensary
405,Lush,39.7185245,-105.0172806,2490,Denver,CO,80223,Medical Marijuana Dispensary
406,Sweet Leaf - Tejon Medical,39.7762802,-105.0116776,4379,Denver,CO,80211,Medical Marijuana Dispensary
407,Todays Health Care lll,38.8368415,-104.7896626,2103,Colorado Springs,CO,80909,Medical Marijuana Dispensary
408,Rocky Mountain Miracles,38.8359226,-104.7863508,2316,Colorado Springs,CO,80909,Medical Marijuana Dispensary
409,Affinity Dispensary,39.740438,-104.8979919,7739,Denver,CO,80220,Medical Marijuana Dispensary
410,Kind Love,39.7109486,-104.9364621,4380,Denver,CO,80246,Medical Marijuana Dispensary
411,The Green House - MED Only,38.8277754,-104.8415617,410,Colorado Springs,CO,80905,Medical Marijuana Dispensary
412,Good Meds Lakewood,39.7397778,-105.0916079,8420,Lakewood,CO,80215,Medical Marijuana Dispensary
413,LivWell on Murray,38.8412301,-104.7484141,570,Colorado Springs,CO,80915,Medical Marijuana Dispensary
414,Altitude Organic Medicine - Platte Ave,38.8377086,-104.7844911,2354,Colorado Springs,CO,80909,Medical Marijuana Dispensary
415,Altitude Organic Medicine - South Tejon,38.8259658,-104.8236194,523,Colorado Springs,CO,80903,Medical Marijuana Dispensary
416,Trill Alternatives,40.019181,-105.2752,1537,Boulder,CO,80302,Medical Marijuana Dispensary
417,Todays Health Care II,38.8298231,-104.8410583,318,Colorado Springs,CO,80905,Medical Marijuana Dispensary
418,Options Medical Center - Wheat Ridge,39.7786075,-105.0990869,9085,Wheat Ridge,CO,80033,Medical Marijuana Dispensary
419,THC The Herbal Center - Medical +18,39.7682828,-104.8479418,12005,Denver,CO,80239,Medical Marijuana Dispensary
420,Todays Health Care,38.8761166,-104.8387592,975,Colorado Springs,CO,80907,Medical Marijuana Dispensary
421,Ajoya Lakewood - Medical,39.7397889,-105.1321169,11950,Denver,CO,80215,Medical Marijuana Dispensary
422,Herbs4you - Medical,39.7302338,-104.9865041,20,Denver,CO,80203,Medical Marijuana Dispensary
423,Pure Intentions Wellness,38.8359225,-104.7567534,201,Colorado Springs,CO,80909,Medical Marijuana Dispensary
424,The Herbal Cure,39.698886,-104.983471,985,Denver,CO,80209,Medical Marijuana Dispensary
425,Third Day Apothecary,38.9022231,-104.7694476,4865,Colorado Springs,CO,80918,Medical Marijuana Dispensary
426,MC Caregivers,38.9180712,-104.7879077,6020,Colorado Springs,CO,80918,Medical Marijuana Dispensary
427,Marimeds,38.8256101,-104.8209973,222,Colorado Springs,CO,80903,Medical Marijuana Dispensary
428,Doctors Orders,38.8387745,-104.7899123,2106,Colorado Springs,CO,80909,Medical Marijuana Dispensary
429,Dr. Releaf Inc.,38.8444688,-104.7385194,815,Colorado Springs,CO,80915,Medical Marijuana Dispensary
430,New Age Medical LLC and Humboldt Care,38.8378046,-104.700525,6823,Colorado Springs,CO,80915,Medical Marijuana Dispensary
431,Green Man Cannabis Downtown - Medical,39.7375209,-104.9991614,1355,Denver,CO,80204,Medical Marijuana Dispensary
432,Trenchtown Medical Marijuana Center,39.7281892,-105.0532487,736,Lakewood,CO,80214,Medical Marijuana Dispensary
433,Natures Herbs and Wellness Center,40.3943728,-104.6859358,549,Garden City,CO,80631,Medical Marijuana Dispensary
434,The Clinic on Colfax- Medical,39.7403736,-104.9331564,4625,Denver,CO,80220,Medical Marijuana Dispensary
435,Levity Wellness,38.876022,-104.8291984,426,Colorado Springs,CO,80907,Medical Marijuana Dispensary
436,Three Rivers Organics,38.2455501,-104.5789234,1714,Pueblo,CO,81006,Medical Marijuana Dispensary
437,Native Roots Dispensary Colorado Springs @ Uintah,38.8477546,-104.8461973,1705,Colorado Springs,CO,80904,Medical Marijuana Dispensary
438,The Peaceful Choice,40.0144952,-105.179393,7464,Boulder,CO,80303,Medical Marijuana Dispensary
439,Mile High Green Cross,39.7300748,-104.9870286,852,Denver,CO,80203,Medical Marijuana Dispensary
440,A Wellness Center,38.8742668,-104.8257176,2918,Colorado Springs,CO,80907,Medical Marijuana Dispensary
441,"Stained Glass, Inc.",38.8352806,-104.7941521,123,Colorado Springs,CO,80909,Medical Marijuana Dispensary
442,DANK Colorado- Medical Use,39.7699183,-104.9298035,3835,Denver,CO,80207,Medical Marijuana Dispensary
443,The Dandelion by Native Roots Dispensary,40.016162,-105.2840612,845,Boulder,CO,80302,Medical Marijuana Dispensary
444,Canna Meds Wellness Center,38.8403074,-104.7669903,506,Colorado Springs,CO,80909,Medical Marijuana Dispensary
445,Infinite Wellness Center- Ft. Collins,40.5988632,-105.0760546,900,Fort Collins,CO,80524,Medical Marijuana Dispensary
446,The Clinic on Jewell- Medical,39.6817526,-105.1298985,12018,Lakewood,CO,80228,Medical Marijuana Dispensary
447,Altitude Organic Medicine - Academy Blvd,38.929188,-104.793014,6755,Colorado Springs,CO,80918,Medical Marijuana Dispensary
448,MMJ America Downtown,39.7520366,-104.9898434,2042,Denver,CO,80205,Medical Marijuana Dispensary
449,The Hemp Center Co Springs,38.8471587,-104.863247,2501,Colorado Springs,CO,80904,Medical Marijuana Dispensary
450,INFINITE WELLNESS CENTER LAKEWOOD,39.7439919,-105.1102254,1701,Lakewood,CO,80215,Medical Marijuana Dispensary
451,Green Sativa,39.8500526,-105.006728,8411,Federal Heights,CO,80260,Medical Marijuana Dispensary
452,CYS Center 80916,38.809024,-104.7396284,1675,Colorado Springs,CO,80916,Medical Marijuana Dispensary
453,Ajoya Louisville,39.9615715,-105.1661773,1100,Louisville,CO,80027,Medical Marijuana Dispensary
454,Tree of Wellness,38.8767483,-104.8395831,1000,Colorado Springs,CO,80907,Medical Marijuana Dispensary
455,New Age Medical LLC and Humboldt Care #2,38.8967267,-104.8516793,1324,Colorado Springs,CO,80907,Medical Marijuana Dispensary
456,Natural Alternatives for Health Medical,40.4928893,-105.0769884,6712,Fort Collins,CO,80525,Medical Marijuana Dispensary
457,Native Roots Dispensary Colorado Springs @ S Tejon,38.8127764,-104.8243286,1433,Colorado Springs,CO,80905,Medical Marijuana Dispensary
458,Medicine Man Denver - Medical 21+,39.7836128,-104.8520453,4750,Denver,CO,80239,Medical Marijuana Dispensary
459,The Herb Shoppe,38.8526155,-104.8709217,3020,Colorado Springs,CO,80904,Medical Marijuana Dispensary
460,Canna Cabinet,38.2181074,-104.6409509,2630,Pueblo,CO,81004,Medical Marijuana Dispensary
461,Pink House Cherry,39.7143497,-104.9464622,111,Denver,CO,80209,Medical Marijuana Dispensary
462,Boulder Wellness Center,40.014154,-105.2272534,5420,Boulder,CO,80303,Medical Marijuana Dispensary
463,LivWell Lakewood,39.7111699,-105.0586771,5660,Lakewood,CO,80226,Medical Marijuana Dispensary
464,Maggies Farm Pueblo West- Medical,38.3390017,-104.740745,74,Pueblo West,CO,81007,Medical Marijuana Dispensary
465,AMCH - MEDICAL,39.7369969,-104.9721145,1301,Denver,CO,80218,Medical Marijuana Dispensary
466,Quality Choice Alternative Care Center,38.8385979,-104.7828756,2398,Colorado Springs,CO,80909,Medical Marijuana Dispensary
467,Native Roots Dispensary Denver Downtown - Medical,39.7463949,-104.9944211,1555,Denver,CO,80202,Medical Marijuana Dispensary
468,Lightshade - Holly Medical,39.772188,-104.921873,3950,Denver,CO,80207,Medical Marijuana Dispensary
469,Verde Natural on Colfax,39.7403271,-104.9284229,5101,Denver,CO,80220,Medical Marijuana Dispensary
470,Green Man Cannabis South Denver - Medical,39.6533694,-104.9037258,7289,Denver,CO,80224,Medical Marijuana Dispensary
471,Wellness Center of Denver,39.7083512,-104.8749249,330,Denver,CO,80247,Medical Marijuana Dispensary
472,Herbal Wellness,39.9856334,-105.0949029,400,Lafayette,CO,80026,Medical Marijuana Dispensary
473,Universal Herbs,39.7524114,-104.9849314,800,Denver,CO,80205,Medical Marijuana Dispensary
474,LivWell on Tejon,38.8133678,-104.825056,1414,Colorado Springs,CO,80905,Medical Marijuana Dispensary
475,MMJ America Golden Triangle,39.7372923,-104.9944645,1321,Denver,CO,80204,Medical Marijuana Dispensary
476,Pink House Colorado Springs,38.8415494,-104.7748114,700,Colorado Springs,CO,80909,Medical Marijuana Dispensary
477,Herbal Elements,,,0,Avon,,,Medical Marijuana Dispensary
478,High Level Health-Colfax,39.7397984,-104.9625528,2028,Denver,CO,80206,Medical Marijuana Dispensary
479,GroundSwell - Medical +18,39.740374,-104.9506193,3121,Denver,CO,80206,Medical Marijuana Dispensary
480,Local Product of Colorado - Medical,,,0,Denver,,,Medical Marijuana Dispensary
481,Solace Meds - Medical,40.5060447,-105.0732263,301,Fort Collins,CO,80525,Medical Marijuana Dispensary
482,Patients Choice Broadway - Medical,39.6757574,-104.9876369,2251,Denver,CO,80210,Medical Marijuana Dispensary
483,RiverRock North,39.7855193,-104.9597114,4935,Denver,CO,80216,Medical Marijuana Dispensary
484,Rocky Road West,38.8120377,-104.823373,1530,Colorado Springs,CO,80905,Medical Marijuana Dispensary
485,Briargate Wellness Center LLC.,38.9264784,-104.8105128,890,Colorado Springs,CO,80918,Medical Marijuana Dispensary
486,Denver Dispensary - Medical,39.7868702,-104.9460203,4975,Denver,CO,80216,Medical Marijuana Dispensary
487,Elite Organics,40.5763613,-105.0767092,804,Fort Collins,CO,80524,Medical Marijuana Dispensary
488,A Cut Above - Denver,39.6817255,-104.9876501,1911,Denver,CO,80210,Medical Marijuana Dispensary
489,The Health Center Uptown - Medical,39.744058,-104.973044,1736,Denver,CO,80218,Medical Marijuana Dispensary
490,BioMeds,38.798969,-104.8010089,2301,Colorado Springs,CO,80905,Medical Marijuana Dispensary
491,Pikes Peak Cannabis Caregivers,38.7816269,-104.7591253,3715,Colorado Springs,CO,80910,Medical Marijuana Dispensary
492,Verts Neighborhood Dispensary,40.574841,-105.0992467,1240,Fort Collins,CO,80521,Medical Marijuana Dispensary
493,Native Roots Dispensary Frisco - Medical,39.5874055,-106.0941866,861,Frisco,CO,80443,Medical Marijuana Dispensary
494,Green Dream Cannabis,40.072296,-105.197756,6700,Boulder,CO,80301,Medical Marijuana Dispensary
495,LivWell on Nevada,38.8787606,-104.8191144,3234,Colorado Springs,CO,80907,Medical Marijuana Dispensary
496,Green Cross Caregivers,39.6832634,-104.8804872,1842,Denver,CO,80231,Medical Marijuana Dispensary
497,Best Colorado Meds (MEDICAL),39.7846556,-105.0671044,4800,Wheat Ridge,CO,80033,Medical Marijuana Dispensary
498,Native Roots Dispensary Colorado Springs @ Austin Bluffs Pkwy,38.8912039,-104.7587807,3660,Colorado Springs,CO,80918,Medical Marijuana Dispensary
499,Pineapple Exchange,39.7296235,-105.0233324,2895,Denver,CO,80204,Medical Marijuana Dispensary
500,Green Mountain CARE,39.617903,-105.0164141,5423,Littleton,CO,80120,Medical Marijuana Dispensary
501,Strawberry Fields Colorado Springs - Medical,38.8559461,-104.8782881,3404,Colorado Springs,CO,80904,Medical Marijuana Dispensary
502,ALLGREENS,39.7285259,-104.9997234,762,Denver,CO,80204,Medical Marijuana Dispensary
503,Discovery Bay Cannabis,47.9968834,-122.884723,282023,Port Townsend,WA,98368,Medical Marijuana Dispensary
504,Hi Cascade - Portland,45.489339,-122.549561,11030,Portland,OR,97266,Medical Marijuana Dispensary
505,Happy Leaf,45.5353352,-122.6522979,1301,Portland,OR,97232,Medical Marijuana Dispensary
506,Blue Sky of Portland,45.5019016,-122.6584808,729,Portland,OR,97202,Medical Marijuana Dispensary
507,Blooming Deals by Cannabis Nation,45.5204199,-122.8408588,15915,Beaverton,OR,97006,Medical Marijuana Dispensary
